gene,logfc,pval_adj,cluster
MTURN,-22.967794,0.9997710045927372,4
ANK1,-22.965302,0.9997710045927372,4
CTB-113I20.2,-23.103167,0.9997710045927372,4
ZNF341,-22.995234,0.9997710045927372,4
NDUFB2-AS1,-22.946129,0.9997710045927372,4
AL133245.2,-22.926659,0.9997710045927372,4
EHD3,-22.813381,0.9997710045927372,4
CTA-384D8.36,-22.988861,0.9997710045927372,4
GORASP2,-0.4717255,0.9997710045927372,4
ZNF414,-0.5512167,0.9997710045927372,4
BCLAF1,-0.3475942,0.9997710045927372,4
PRKAA1,-0.4458721,0.9997710045927372,4
PDE6G,-0.76619667,0.9997710045927372,4
RRM2B,-0.90583795,0.9997710045927372,4
AGO4,-1.0959213,0.9997710045927372,4
ANK3,-0.9403326,0.9997710045927372,4
ATAD1,-0.562907,0.9997710045927372,4
RP4-575N6.4,-1.0565916,0.9997710045927372,4
ZNF48,-0.94448864,0.9997710045927372,4
MTMR1,-1.2198145,0.9997710045927372,4
ABCC10,-1.194145,0.9997710045927372,4
CXCR6,-1.1917893,0.9997710045927372,4
LIN37,-1.0506372,0.9997710045927372,4
GSPT2,-1.2489749,0.9997710045927372,4
UBE2W,-1.2182955,0.9997710045927372,4
AKAP11,-1.2883883,0.9997710045927372,4
ACVR1,-1.2879477,0.9997710045927372,4
WHSC1,-1.371163,0.9997710045927372,4
PPP1R16A,-1.3567727,0.9997710045927372,4
CAB39,-0.63584954,0.9997710045927372,4
VEGFB,-1.6721725,0.9997710045927372,4
ULK4,-1.3220546,0.9997710045927372,4
EDRF1,-1.3844047,0.9997710045927372,4
PRR12,-1.3437893,0.9997710045927372,4
CLDN15,-1.2019808,0.9997710045927372,4
B3GNT1,-1.6623106,0.9997710045927372,4
RAB30,-1.4135919,0.9997710045927372,4
ELL,-0.7300481,0.9997710045927372,4
TRAF2,-0.7457946,0.9997710045927372,4
ARL6IP6,-0.3611293,0.9997710045927372,4
RCHY1,-0.5572926,0.9997710045927372,4
NUP37,-0.8003065,0.9997710045927372,4
CHD7,-0.7424111,0.9997710045927372,4
ALG2,-0.66747206,0.9997710045927372,4
MCTP2,-0.7454389,0.9997710045927372,4
PDK1,-0.6810216,0.9997710045927372,4
NF1,-0.61413294,0.9997710045927372,4
TMEM55B,-0.37089622,0.9997710045927372,4
SIGMAR1,-0.584458,0.9997710045927372,4
ARL16,-0.5885858,0.9997710045927372,4
PSPC1,-0.46731225,0.9997710045927372,4
GTF2H2,-0.7617157,0.9997710045927372,4
MON2,-0.7249167,0.9997710045927372,4
ATP9B,-0.8658374,0.9997710045927372,4
FKBP5,-0.14159994,0.9997710045927372,4
CLYBL,-0.8573205,0.9997710045927372,4
LIG1,-1.0341285,0.9997710045927372,4
ELK4,-1.0041718,0.9997710045927372,4
SWI5,-0.38469523,0.9997710045927372,4
FCRL3,-1.0175269,0.9997710045927372,4
PTCH1,-23.181015,0.9997710045927372,4
CDC14B,-23.10591,0.9997710045927372,4
PLAG1,-23.001633,0.9997710045927372,4
IL24,-23.13502,0.9997710045927372,4
FICD,-23.074297,0.9997710045927372,4
EGLN3,-23.067547,0.9997710045927372,4
FCAR,-23.231565,0.9997710045927372,4
MEST,-22.919844,0.9997710045927372,4
RP11-161M6.2,-22.935682,0.9997710045927372,4
ATP1B1,-22.779139,0.9997710045927372,4
LINC00544,-23.065327,0.9997710045927372,4
DGKH,-23.068184,0.9997710045927372,4
MCM3AP-AS1,-22.919037,0.9997710045927372,4
TJP3,-22.880066,0.9997710045927372,4
CLEC1B,-23.307316,0.9997710045927372,4
CMTM2,-23.230217,0.9997710045927372,4
CA13,-23.114971,0.9997710045927372,4
KIF11,-22.877546,0.9997710045927372,4
RP11-442H21.2,-23.018448,0.9997710045927372,4
EEF2K,-22.743383,0.9997710045927372,4
LZTS2,-23.12135,0.9997710045927372,4
IQCE,-23.167185,0.9997710045927372,4
RELL1,-23.014484,0.9997710045927372,4
RP1-43E13.2,-22.897741,0.9997710045927372,4
TMEM180,-22.971004,0.9997710045927372,4
FBXO30,-23.034122,0.9997710045927372,4
ZNF527,-23.08951,0.9997710045927372,4
PRSS57,-23.2522,0.9997710045927372,4
CDC42BPB,-23.017815,0.9997710045927372,4
RP11-498C9.3,-22.995613,0.9997710045927372,4
ZNF358,-22.772806,0.9997710045927372,4
AL592284.1,-23.04275,0.9997710045927372,4
ZNF256,-23.070026,0.9997710045927372,4
ZNF519,-22.964554,0.9997710045927372,4
ENO1-AS1,-23.092018,0.9997710045927372,4
C2CD2,-22.952305,0.9997710045927372,4
USP44,-23.047981,0.9997710045927372,4
PLEKHG1,-23.054472,0.9997710045927372,4
ZDHHC14,-22.908602,0.9997710045927372,4
RCN3,-22.945566,0.9997710045927372,4
ADCY3,-22.84438,0.9997710045927372,4
ZNF558,-22.978764,0.9997710045927372,4
HEATR2,-22.929348,0.9997710045927372,4
ROBO3,-22.952011,0.9997710045927372,4
LAMP3,-23.219877,0.9997710045927372,4
DSEL,-23.000763,0.9997710045927372,4
ALS2CL,-22.898361,0.9997710045927372,4
COA7,-22.976612,0.9997710045927372,4
ADAMTS10,-23.054617,0.9997710045927372,4
TFR2,-23.140213,0.9997710045927372,4
KIAA1377,-23.128311,0.9997710045927372,4
TTC37,-0.63491994,0.9997710045927372,4
GUF1,-0.8128535,0.9997710045927372,4
FXYD6,-0.8944566,0.9997710045927372,4
STAB1,-0.88051194,0.9997710045927372,4
LLGL2,-1.1366278,0.9997710045927372,4
RPGR,-1.1178143,0.9997710045927372,4
MFSD3,-1.2035217,0.9997710045927372,4
SPATA2,-1.1769259,0.9997710045927372,4
TBC1D13,-1.2895666,0.9997710045927372,4
RFX3,-1.0714829,0.9997710045927372,4
MEX3C,-1.2174016,0.9997710045927372,4
ZNF446,-1.2677515,0.9997710045927372,4
RP11-353N4.4,-1.1884502,0.9997710045927372,4
SH3BP5-AS1,-1.294434,0.9997710045927372,4
NUP35,-1.2728668,0.9997710045927372,4
ZNF426,-1.4603367,0.9997710045927372,4
RP11-428G5.5,-1.2993894,0.9997710045927372,4
CENPM,-1.3817466,0.9997710045927372,4
TMEM91,-0.7305034,0.9997710045927372,4
TCF20,-1.2593545,0.9997710045927372,4
LINC00863,-1.5155965,0.9997710045927372,4
ZFP82,-1.3133109,0.9997710045927372,4
ZNF200,-1.4658204,0.9997710045927372,4
SCRN3,-1.2673007,0.9997710045927372,4
AC079922.3,-1.2749952,0.9997710045927372,4
ZNF628,-1.4779044,0.9997710045927372,4
MAVS,-1.3185854,0.9997710045927372,4
TKTL1,-1.711532,0.9997710045927372,4
DCAF17,-1.1925992,0.9997710045927372,4
PHLDA2,-1.5218658,0.9997710045927372,4
TSHZ1,-1.2606877,0.9997710045927372,4
TP73-AS1,-1.4815187,0.9997710045927372,4
CXorf65,-1.4485638,0.9997710045927372,4
CRY1,-1.4409844,0.9997710045927372,4
GSN,-0.52829134,0.9997710045927372,4
RCN1,-0.5739162,0.9997710045927372,4
R3HDM2,-0.81360364,0.9997710045927372,4
XRCC1,-0.69529676,0.9997710045927372,4
BNIP2,-0.39490494,0.9997710045927372,4
ANKZF1,-0.57397366,0.9997710045927372,4
PHACTR4,-0.7821053,0.9997710045927372,4
FAM200B,-0.29986405,0.9997710045927372,4
AIDA,-0.653265,0.9997710045927372,4
SHPRH,-0.7697493,0.9997710045927372,4
FAM129C,-0.7774149,0.9997710045927372,4
HEMK1,-0.77984583,0.9997710045927372,4
TBC1D2B,-0.8548658,0.9997710045927372,4
MAPK3,-0.6712398,0.9997710045927372,4
PSTK,-0.8774292,0.9997710045927372,4
PGAP2,-0.49745083,0.9997710045927372,4
CECR5,-0.3698812,0.9997710045927372,4
EFHC1,-1.0844944,0.9997710045927372,4
ZNF830,-0.65578187,0.9997710045927372,4
TMEM254,-0.9493755,0.9997710045927372,4
TPRG1L,-0.85843873,0.9997710045927372,4
NUDT16L1,-0.30027813,0.9997710045927372,4
TGFBR3,-1.1436986,0.9997710045927372,4
LRRC58,-0.5143543,0.9997710045927372,4
RP11-452F19.3,-1.1706634,0.9997710045927372,4
KIAA1328,-1.2384709,0.9997710045927372,4
DNAJC14,-0.99411875,0.9997710045927372,4
UGCG,-1.1629364,0.9997710045927372,4
TRUB2,-0.645187,0.9997710045927372,4
PCYT2,-0.6085046,0.9997710045927372,4
KRR1,-0.41159412,0.9997710045927372,4
PLEKHA1,-0.5325025,0.9997710045927372,4
RBM11,-23.160242,0.9997710045927372,4
POLE,-22.970917,0.9997710045927372,4
RP11-111A22.1,-23.275307,0.9997710045927372,4
LINC00342,-23.282946,0.9997710045927372,4
NCAM1,-23.197865,0.9997710045927372,4
EGR2,-23.18921,0.9997710045927372,4
C14orf182,-23.21399,0.9997710045927372,4
ST8SIA1,-23.063808,0.9997710045927372,4
PKP4,-23.038622,0.9997710045927372,4
ZNF202,-23.122606,0.9997710045927372,4
EDC4,-23.147696,0.9997710045927372,4
THNSL1,-23.076897,0.9997710045927372,4
LARGE,-23.372465,0.9997710045927372,4
DEPDC5,-23.041956,0.9997710045927372,4
HLX,-22.936275,0.9997710045927372,4
CTD-2287O16.5,-23.143152,0.9997710045927372,4
TBXA2R,-23.398659,0.9997710045927372,4
TMSB15B,-23.194796,0.9997710045927372,4
CTNNAL1,-23.074514,0.9997710045927372,4
XXbac-BPGBPG55C20.2,-23.158102,0.9997710045927372,4
HILPDA,-23.211988,0.9997710045927372,4
LAPTM4B,-23.119598,0.9997710045927372,4
KIR3DL1,-23.24736,0.9997710045927372,4
SARDH,-23.166973,0.9997710045927372,4
C16orf52,-23.218971,0.9997710045927372,4
AC074138.3,-23.358822,0.9997710045927372,4
CDC42EP1,-23.154135,0.9997710045927372,4
ADAMTS6,-23.191809,0.9997710045927372,4
CCDC138,-23.044712,0.9997710045927372,4
PAXIP1,-23.0958,0.9997710045927372,4
C9orf40,-22.99672,0.9997710045927372,4
FAM201A,-23.205807,0.9997710045927372,4
PPP1R13B,-23.047817,0.9997710045927372,4
NHLRC4,-23.098524,0.9997710045927372,4
CTD-2192J16.22,-23.11642,0.9997710045927372,4
TNFRSF10D,-23.120155,0.9997710045927372,4
EARS2,-23.240847,0.9997710045927372,4
ZNF627,-23.14178,0.9997710045927372,4
ZNF831,-23.184109,0.9997710045927372,4
ASAH2B,-23.090414,0.9997710045927372,4
KHDC1,-23.020931,0.9997710045927372,4
C5orf66,-23.14803,0.9997710045927372,4
AC009948.5,-23.155912,0.9997710045927372,4
MYB,-23.271534,0.9997710045927372,4
SENP3,-23.041372,0.9997710045927372,4
ADC,-23.121841,0.9997710045927372,4
DUSP4,-23.132448,0.9997710045927372,4
RP11-535A5.1,-23.24754,0.9997710045927372,4
RP11-126K1.6,-23.046608,0.9997710045927372,4
ZNF175,-23.307121,0.9997710045927372,4
CTA-204B4.2,-23.186916,0.9997710045927372,4
DNAJA4,-23.037054,0.9997710045927372,4
ARHGEF19,-23.151154,0.9997710045927372,4
PAX8,-22.941372,0.9997710045927372,4
RP3-428L16.2,-23.13906,0.9997710045927372,4
SLC16A4,-23.13369,0.9997710045927372,4
PRUNE,-0.85770965,0.9997710045927372,4
DMAP1,-0.44237256,0.9997710045927372,4
RPAP2,-0.6021173,0.9997710045927372,4
PDE3B,-0.5833477,0.9997710045927372,4
CAMK2G,-0.40831736,0.9997710045927372,4
PADI4,-0.67666113,0.9997710045927372,4
MT-ATP8,-0.8978473,0.9997710045927372,4
MAP3K2,-0.5774784,0.9997710045927372,4
NFKBID,-0.65859437,0.9997710045927372,4
TAF7,-0.18325177,0.9997710045927372,4
SGSM3,-0.53841096,0.9997710045927372,4
FAM63A,-1.087197,0.9997710045927372,4
RP11-345J4.5,-1.1205376,0.9997710045927372,4
FCRL5,-1.2186663,0.9997710045927372,4
RNF138,-0.38343626,0.9997710045927372,4
TADA2A,-1.5215923,0.9997710045927372,4
TRADD,-0.32338503,0.9997710045927372,4
ZBED6,-1.2115098,0.9997710045927372,4
THAP7-AS1,-0.556067,0.9997710045927372,4
SLC4A10,-1.5195807,0.9997710045927372,4
RP4-728D4.2,-0.7966851,0.9997710045927372,4
PTGDS,-2.1355767,0.9997710045927372,4
FAM46C,-0.59264004,0.9997710045927372,4
FAM63B,-0.7005607,0.9997710045927372,4
JADE1,-0.6372868,0.9997710045927372,4
HLA-DOA,-0.68087184,0.9997710045927372,4
RP1-39G22.7,-0.82717586,0.9997710045927372,4
EOMES,-0.7965409,0.9997710045927372,4
SYTL3,-0.7434411,0.9997710045927372,4
E4F1,-0.8563777,0.9997710045927372,4
CD226,-0.9060786,0.9997710045927372,4
IL15RA,-0.90934825,0.9997710045927372,4
RNF145,-0.39004904,0.9997710045927372,4
PSME4,-1.0428289,0.9997710045927372,4
C17orf59,-0.6903505,0.9997710045927372,4
TPST2,-0.3728022,0.9997710045927372,4
NDUFAF7,-0.60702974,0.9997710045927372,4
NCAPG2,-23.148829,0.9997710045927372,4
TMSB4Y,-23.158413,0.9997710045927372,4
PLEKHA5,-23.186388,0.9997710045927372,4
RP11-973H7.4,-23.249231,0.9997710045927372,4
FBXO2,-23.229763,0.9997710045927372,4
TLDC1,-23.04455,0.9997710045927372,4
ATP10A,-23.37216,0.9997710045927372,4
RP11-637A17.2,-23.152771,0.9997710045927372,4
RP11-16E12.2,-23.165018,0.9997710045927372,4
EXD2,-23.09185,0.9997710045927372,4
SEPT8,-22.9287,0.9997710045927372,4
RP11-445H22.3,-23.302261,0.9997710045927372,4
RP11-1100L3.8,-23.33705,0.9997710045927372,4
CYP1B1,-23.260921,0.9997710045927372,4
CCDC102B,-23.198507,0.9997710045927372,4
RP11-649E7.5,-23.194864,0.9997710045927372,4
ZBTB32,-23.082077,0.9997710045927372,4
HACE1,-23.310696,0.9997710045927372,4
RP11-872J21.3,-23.144033,0.9997710045927372,4
LARS2,-23.278107,0.9997710045927372,4
USP13,-23.10039,0.9997710045927372,4
COL19A1,-23.37948,0.9997710045927372,4
PRC1,-23.266716,0.9997710045927372,4
ALCAM,-22.998308,0.9997710045927372,4
TBKBP1,-23.172443,0.9997710045927372,4
PLCE1,-23.369272,0.9997710045927372,4
ZNF121,-23.352707,0.9997710045927372,4
GP1BA,-23.514484,0.9997710045927372,4
RP1-8B1.4,-23.290792,0.9997710045927372,4
CLEC17A,-23.30852,0.9997710045927372,4
INVS,-23.417692,0.9997710045927372,4
RP11-712B9.2,-23.234549,0.9997710045927372,4
IL17RC,-23.333925,0.9997710045927372,4
ZNF329,-23.258886,0.9997710045927372,4
DHRS11,-23.267365,0.9997710045927372,4
SPTSSB,-23.54052,0.9997710045927372,4
PKIA,-23.251255,0.9997710045927372,4
RP11-372K14.2,-23.319897,0.9997710045927372,4
ZIK1,-23.300203,0.9997710045927372,4
TNK1,-23.310305,0.9997710045927372,4
RP11-195F19.5,-23.204212,0.9997710045927372,4
RP6-91H8.3,-23.017735,0.9997710045927372,4
PSAT1,-23.12138,0.9997710045927372,4
EXO5,-23.154764,0.9997710045927372,4
CYTL1,-23.357847,0.9997710045927372,4
WBP5,-23.236206,0.9997710045927372,4
RP11-214O1.3,-23.118319,0.9997710045927372,4
HEMGN,-23.252262,0.9997710045927372,4
ZMYM3,-0.788981,0.9997710045927372,4
NSUN3,-0.94941,0.9997710045927372,4
MAP3K13,-0.46720746,0.9997710045927372,4
ZBED5-AS1,-0.7331052,0.9997710045927372,4
PYROXD1,-0.6978783,0.9997710045927372,4
NENF,-0.3549585,0.9997710045927372,4
POLR3D,-0.6023762,0.9997710045927372,4
MTERFD3,-1.0303497,0.9997710045927372,4
hsa-mir-8072,-1.0584161,0.9997710045927372,4
FAM76A,-1.2464685,0.9997710045927372,4
RP11-799D4.4,-1.1317735,0.9997710045927372,4
FCF1,-1.396192,0.9997710045927372,4
REPIN1,-0.55811346,0.9997710045927372,4
RAD1,-0.6814963,0.9997710045927372,4
OSBPL3,-1.1988239,0.9997710045927372,4
WARS2,-1.3366677,0.9997710045927372,4
ZNF180,-1.2965821,0.9997710045927372,4
ADO,-1.3722695,0.9997710045927372,4
ZNF529,-1.3541598,0.9997710045927372,4
GPATCH11,-1.3989841,0.9997710045927372,4
C7orf31,-1.305768,0.9997710045927372,4
WNT10A,-1.2703273,0.9997710045927372,4
ZNF747,-1.4220401,0.9997710045927372,4
ARHGAP35,-1.4112848,0.9997710045927372,4
MTERF,-1.4549121,0.9997710045927372,4
LIPT2,-1.9107901,0.9997710045927372,4
C10orf88,-1.8911196,0.9997710045927372,4
GNPDA2,-0.7623275,0.9997710045927372,4
PITRM1,-0.82931554,0.9997710045927372,4
FBXO3,-0.5892518,0.9997710045927372,4
MIEF1,-0.87581664,0.9997710045927372,4
RPUSD2,-0.9449176,0.9997710045927372,4
MAP7D1,-0.27366605,0.9997710045927372,4
MED30,-0.39258575,0.9997710045927372,4
TUBGCP3,-0.78430694,0.9997710045927372,4
PARP15,-0.69755834,0.9997710045927372,4
CDKAL1,-0.76179475,0.9997710045927372,4
POMC,-0.49078962,0.9997710045927372,4
TUT1,-0.89909667,0.9997710045927372,4
RAD9A,-0.5835718,0.9997710045927372,4
TMEM126A,-0.39632967,0.9997710045927372,4
SLC5A6,-0.89412653,0.9997710045927372,4
DEF6,-0.2885608,0.9997710045927372,4
IPO7,-1.0395685,0.9997710045927372,4
RANBP9,-0.9777842,0.9997710045927372,4
RFWD3,-0.98282003,0.9997710045927372,4
RAD51C,-0.43305767,0.9997710045927372,4
DPAGT1,-0.61758137,0.9997710045927372,4
C17orf70,-1.1466529,0.9997710045927372,4
NOL10,-0.5718789,0.9997710045927372,4
TMEM57,-0.6857248,0.9997710045927372,4
AMN,-23.293177,0.9997710045927372,4
TRPM4,-23.414194,0.9997710045927372,4
KIAA1324,-23.24038,0.9997710045927372,4
MED20,-23.353348,0.9997710045927372,4
PDZD4,-23.5674,0.9997710045927372,4
ZNF275,-23.249088,0.9997710045927372,4
ZNF654,-23.319866,0.9997710045927372,4
AL590452.1,-23.525932,0.9997710045927372,4
ZNF781,-23.323229,0.9997710045927372,4
ARHGAP11B,-23.394316,0.9997710045927372,4
CTD-2020K17.4,-23.363054,0.9997710045927372,4
CHM,-23.213684,0.9997710045927372,4
PAQR3,-23.254171,0.9997710045927372,4
FEZ1,-23.49676,0.9997710045927372,4
RFX2,-23.216928,0.9997710045927372,4
C19orf40,-23.16917,0.9997710045927372,4
CLDN7,-23.222866,0.9997710045927372,4
GET4,-23.329815,0.9997710045927372,4
ZNF575,-23.284279,0.9997710045927372,4
P2RY11,-23.298918,0.9997710045927372,4
ZNF28,-23.306036,0.9997710045927372,4
LGALS9B,-23.369007,0.9997710045927372,4
CELA1,-23.325573,0.9997710045927372,4
TBC1D12,-23.31278,0.9997710045927372,4
MLF1,-23.29188,0.9997710045927372,4
FUT4,-23.324202,0.9997710045927372,4
COLQ,-23.407923,0.9997710045927372,4
CASK,-23.302399,0.9997710045927372,4
REG4,-23.383696,0.9997710045927372,4
SLC35E2,-23.249926,0.9997710045927372,4
RP11-434C1.1,-23.310555,0.9997710045927372,4
TRIM62,-23.363176,0.9997710045927372,4
ABCB10,-23.290543,0.9997710045927372,4
MAGEE1,-23.29957,0.9997710045927372,4
DPCD,-23.38018,0.9997710045927372,4
MYH3,-23.274931,0.9997710045927372,4
CCR4,-23.31363,0.9997710045927372,4
ZBED6CL,-23.296358,0.9997710045927372,4
SEC14L2,-23.440107,0.9997710045927372,4
CPNE8,-23.27299,0.9997710045927372,4
RGS16,-23.432697,0.9997710045927372,4
FAM169A,-23.295557,0.9997710045927372,4
ZNF770,-0.72688603,0.9997710045927372,4
C20orf196,-0.6359235,0.9997710045927372,4
IPO5,-0.6537605,0.9997710045927372,4
PPARA,-1.0606997,0.9997710045927372,4
PA2G4,-0.162605,0.9997710045927372,4
FAM84B,-1.1612303,0.9997710045927372,4
SLC35F5,-1.2506464,0.9997710045927372,4
ABHD15,-1.4195498,0.9997710045927372,4
NSUN6,-1.3313694,0.9997710045927372,4
MFN1,-1.3058366,0.9997710045927372,4
ARMCX5,-1.467538,0.9997710045927372,4
ABL1,-1.3442525,0.9997710045927372,4
MTRF1,-1.3336352,0.9997710045927372,4
HELB,-1.5405269,0.9997710045927372,4
TP53BP2,-1.3776001,0.9997710045927372,4
PRKAB2,-1.4118879,0.9997710045927372,4
NCALD,-1.4615357,0.9997710045927372,4
SEC22A,-1.4049774,0.9997710045927372,4
SNTB2,-1.7168883,0.9997710045927372,4
CHCHD6,-1.8537818,0.9997710045927372,4
PM20D2,-1.6223278,0.9997710045927372,4
BPHL,-1.4762748,0.9997710045927372,4
POLG2,-0.84119153,0.9997710045927372,4
ZNF280D,-0.6497379,0.9997710045927372,4
ATP2C1,-0.6692715,0.9997710045927372,4
TOP2B,-0.51890206,0.9997710045927372,4
RPS6KB1,-0.90184695,0.9997710045927372,4
AC084018.1,-0.9386683,0.9997710045927372,4
LIAS,-0.51211876,0.9997710045927372,4
RPRD2,-0.7550096,0.9997710045927372,4
NARF,-0.40220144,0.9997710045927372,4
RAPGEF6,-0.9199844,0.9997710045927372,4
DNAJB2,-0.461088,0.9997710045927372,4
VPS26A,-0.52743804,0.9997710045927372,4
PWP1,-0.5007899,0.9997710045927372,4
BCL11A,-1.2202672,0.9997710045927372,4
MOSPD1,-0.977297,0.9997710045927372,4
ZNF420,-1.0972937,0.9997710045927372,4
MTA1,-0.584892,0.9997710045927372,4
PIGW,-23.333595,0.9997710045927372,4
SLC26A2,-23.344728,0.9997710045927372,4
LINC01024,-23.42032,0.9997710045927372,4
AC007228.9,-23.30286,0.9997710045927372,4
SAP30L,-23.256643,0.9997710045927372,4
CDCA7,-23.211985,0.9997710045927372,4
AC115618.1,-23.341087,0.9997710045927372,4
RP11-553L6.2,-23.439795,0.9997710045927372,4
AC074183.4,-23.397507,0.9997710045927372,4
IGFBP4,-23.63905,0.9997710045927372,4
HPCAL4,-23.396133,0.9997710045927372,4
EFCAB11,-23.195715,0.9997710045927372,4
DFNB31,-23.449684,0.9997710045927372,4
SLC9A3R2,-23.420595,0.9997710045927372,4
DNAJB4,-23.359612,0.9997710045927372,4
ITGA2B,-23.984045,0.9997710045927372,4
AMMECR1L,-23.41971,0.9997710045927372,4
MYO6,-23.416807,0.9997710045927372,4
FBF1,-23.321947,0.9997710045927372,4
FDXACB1,-23.453197,0.9997710045927372,4
RP11-223C24.1,-23.370625,0.9997710045927372,4
HAR1A,-23.534979,0.9997710045927372,4
TK1,-23.49548,0.9997710045927372,4
ZXDA,-23.450193,0.9997710045927372,4
DLGAP3,-23.343578,0.9997710045927372,4
ZNF862,-23.397175,0.9997710045927372,4
FAM177B,-23.561321,0.9997710045927372,4
TPST1,-23.482044,0.9997710045927372,4
KATNAL1,-23.34258,0.9997710045927372,4
P2RY14,-23.465042,0.9997710045927372,4
FAM153A,-23.457422,0.9997710045927372,4
RP11-166P13.4,-23.424118,0.9997710045927372,4
RP11-474G23.3,-23.371344,0.9997710045927372,4
C2orf40,-23.401096,0.9997710045927372,4
PSMC3IP,-23.415892,0.9997710045927372,4
SPAG4,-23.539038,0.9997710045927372,4
MBTD1,-23.444729,0.9997710045927372,4
SNX25,-23.399841,0.9997710045927372,4
TMEM150B,-23.40053,0.9997710045927372,4
MIEF2,-23.364029,0.9997710045927372,4
HAAO,-23.396626,0.9997710045927372,4
ARSK,-0.9098098,0.9997710045927372,4
PNRC1,0.11617003,0.9997710045927372,4
SFPQ,-0.29074803,0.9997710045927372,4
HNRNPH1,-0.2998831,0.9997710045927372,4
CITED4,-0.64078206,0.9997710045927372,4
RBM45,-1.1235211,0.9997710045927372,4
COQ3,-1.1359992,0.9997710045927372,4
F13A1,-1.3271902,0.9997710045927372,4
TRIM35,-1.2520741,0.9997710045927372,4
YAE1D1,-1.5960385,0.9997710045927372,4
LINC00526,-1.3649896,0.9997710045927372,4
SYNC,-1.4414066,0.9997710045927372,4
THUMPD2,-1.5697712,0.9997710045927372,4
RP5-821D11.7,-1.54089,0.9997710045927372,4
SLC20A2,-1.5474869,0.9997710045927372,4
RNF139-AS1,-1.5813867,0.9997710045927372,4
RP11-390E23.6,-1.5158502,0.9997710045927372,4
AGAP2,-1.6583961,0.9997710045927372,4
TNFRSF13C,-1.8347013,0.9997710045927372,4
UBA6-AS1,-1.7563282,0.9997710045927372,4
KIAA0196,-0.81263334,0.9997710045927372,4
AXIN1,-0.68378633,0.9997710045927372,4
CWC27,-0.5671393,0.9997710045927372,4
ST6GALNAC4,-0.79934525,0.9997710045927372,4
ZNHIT2,-0.7692164,0.9997710045927372,4
SH2B1,-0.95554197,0.9997710045927372,4
AGPAT1,-0.8917522,0.9997710045927372,4
ABHD17A,-0.5577119,0.9997710045927372,4
SIDT1,-1.0614111,0.9997710045927372,4
ITPR1,-0.86911374,0.9997710045927372,4
RP11-421L21.3,-1.1194276,0.9997710045927372,4
SPHK2,-0.55639946,0.9997710045927372,4
TMEM9,-0.6048558,0.9997710045927372,4
BRF2,-1.06133,0.9997710045927372,4
GRK5,-1.0720255,0.9997710045927372,4
PAQR8,-1.0048714,0.9997710045927372,4
POC1B,-1.1202238,0.9997710045927372,4
ZFP90,-1.0317417,0.9997710045927372,4
CDK5RAP2,-1.2892992,0.9997710045927372,4
MRI1,-1.1349347,0.9997710045927372,4
MPP5,-23.58375,0.9997710045927372,4
RNF31,-23.43752,0.9997710045927372,4
ARMCX2,-23.490126,0.9997710045927372,4
RP11-538P18.2,-23.443449,0.9997710045927372,4
IDUA,-23.567064,0.9997710045927372,4
RP11-301O19.1,-23.486967,0.9997710045927372,4
TTC12,-23.476921,0.9997710045927372,4
KLRC2,-23.63179,0.9997710045927372,4
RP11-430B1.2,-23.682377,0.9997710045927372,4
NCR1,-23.685026,0.9997710045927372,4
SERPINE2,-23.595684,0.9997710045927372,4
ZNF45,-23.600653,0.9997710045927372,4
PLCB1,-23.537424,0.9997710045927372,4
LIPE,-23.628101,0.9997710045927372,4
ZNF718,-23.707495,0.9997710045927372,4
CREB5,-23.602205,0.9997710045927372,4
SYNJ2,-23.52086,0.9997710045927372,4
CNN3,-23.526428,0.9997710045927372,4
PTK2,-23.584028,0.9997710045927372,4
HOMER1,-23.48493,0.9997710045927372,4
ZNF551,-23.530128,0.9997710045927372,4
E2F5,-23.543022,0.9997710045927372,4
TMEM135,-23.470284,0.9997710045927372,4
RLN2,-23.551472,0.9997710045927372,4
EIF2AK3,-23.543985,0.9997710045927372,4
RP11-344P13.6,-23.446264,0.9997710045927372,4
RP11-334C17.5,-23.505165,0.9997710045927372,4
AC009133.14,-23.484682,0.9997710045927372,4
ZC3H10,-23.522902,0.9997710045927372,4
IGFBP3,-23.572594,0.9997710045927372,4
COCH,-23.23971,0.9997710045927372,4
BLOC1S3,-23.526525,0.9997710045927372,4
DOLK,-23.42985,0.9997710045927372,4
C10orf91,-23.403433,0.9997710045927372,4
ZNF322,-23.385454,0.9997710045927372,4
MCF2L-AS1,-23.462955,0.9997710045927372,4
AC093818.1,-23.505163,0.9997710045927372,4
ANKRD16,-23.557201,0.9997710045927372,4
TULP3,-23.472317,0.9997710045927372,4
LRRCC1,-23.46782,0.9997710045927372,4
SLC25A35,-23.295841,0.9997710045927372,4
AC078883.3,-23.524246,0.9997710045927372,4
RP11-819C21.1,-23.654528,0.9997710045927372,4
CCDC91,-0.2329931,0.9997710045927372,4
C15orf40,-0.46697572,0.9997710045927372,4
CD38,-0.7414749,0.9997710045927372,4
LRRC57,-1.0772182,0.9997710045927372,4
TAF2,-1.1447328,0.9997710045927372,4
SREK1IP1,-0.3103982,0.9997710045927372,4
RLTPR,-1.3998446,0.9997710045927372,4
CARF,-1.4726664,0.9997710045927372,4
CD163,-1.5632463,0.9997710045927372,4
KB-1208A12.3,-1.676747,0.9997710045927372,4
NLRC5,-0.6034643,0.9997710045927372,4
